UNITID,Year,STATE,INSTNM,Program Area,PROGRAM,EPPP #,EPPP_RATE,Content Area,%_Correct,APA_Accredited_Program,Program Area - Copy,PCSAS_Accredited,CUDCP_Accredited
100858,2017,AL,Auburn University,Clinical Ph.D.,Clinical Ph.D.,13,92.31%,RESEARCH_METHODS/STATISTICS,72.08%,Accredited  ,Clinical Ph.D.,No,Yes
100858,2017,AL,Auburn University,Clinical Ph.D.,Clinical Ph.D.,13,92.31%,ETHICAL/LEGAL/PROFESSIONAL_ISS,78.85%,Accredited  ,Clinical Ph.D.,No,Yes
131469,2017,DC,George Washington University,Clinical Ph.D.,Clinical Ph.D.,10,60.00%,BIOLOGICAL_BOB,65.20%,Accredited  ,Clinical Ph.D.,No,Yes
131469,2017,DC,George Washington University,Clinical Ph.D.,Clinical Ph.D.,10,60.00%,COGNITIVE_AFFECTIVE_BOB,76.10%,Accredited  ,Clinical Ph.D.,No,Yes
131469,2017,DC,George Washington University,Clinical Ph.D.,Clinical Ph.D.,10,60.00%,SOCIAL/CULTURAL_BOB,73.30%,Accredited  ,Clinical Ph.D.,No,Yes
131469,2017,DC,George Washington University,Clinical Ph.D.,Clinical Ph.D.,10,60.00%,GROWTH/LIFSPAN_DEVL,72.80%,Accredited  ,Clinical Ph.D.,No,Yes
131469,2017,DC,George Washington University,Clinical Ph.D.,Clinical Ph.D.,10,60.00%,ASSESSMENT/DIAGNOSIS,67.30%,Accredited  ,Clinical Ph.D.,No,Yes
131469,2017,DC,George Washington University,Clinical Ph.D.,Clinical Ph.D.,10,60.00%,TREATMENT/INTERVENTION,71.40%,Accredited  ,Clinical Ph.D.,No,Yes
131469,2017,DC,George Washington University,Clinical Ph.D.,Clinical Ph.D.,10,60.00%,RESEARCH_METHODS/STATISTICS,67.10%,Accredited  ,Clinical Ph.D.,No,Yes
131469,2017,DC,George Washington University,Clinical Ph.D.,Clinical Ph.D.,10,60.00%,ETHICAL/LEGAL/PROFESSIONAL_ISS,77.00%,Accredited  ,Clinical Ph.D.,No,Yes
136215,2017,FL,Nova Southeastern University,Clinical Ph.D.,Clinical Ph.D.,33,84.85%,BIOLOGICAL_BOB,71.12%,Accredited  ,Clinical Ph.D.,No,Yes
136215,2017,FL,Nova Southeastern University,Clinical Ph.D.,Clinical Ph.D.,33,84.85%,COGNITIVE_AFFECTIVE_BOB,73.12%,Accredited  ,Clinical Ph.D.,No,Yes
136215,2017,FL,Nova Southeastern University,Clinical Ph.D.,Clinical Ph.D.,33,84.85%,SOCIAL/CULTURAL_BOB,70.97%,Accredited  ,Clinical Ph.D.,No,Yes
136215,2017,FL,Nova Southeastern University,Clinical Ph.D.,Clinical Ph.D.,33,84.85%,GROWTH/LIFSPAN_DEVL,71.15%,Accredited  ,Clinical Ph.D.,No,Yes
136215,2017,FL,Nova Southeastern University,Clinical Ph.D.,Clinical Ph.D.,33,84.85%,ASSESSMENT/DIAGNOSIS,70.30%,Accredited  ,Clinical Ph.D.,No,Yes
136215,2017,FL,Nova Southeastern University,Clinical Ph.D.,Clinical Ph.D.,33,84.85%,TREATMENT/INTERVENTION,71.82%,Accredited  ,Clinical Ph.D.,No,Yes
136215,2017,FL,Nova Southeastern University,Clinical Ph.D.,Clinical Ph.D.,33,84.85%,RESEARCH_METHODS/STATISTICS,59.73%,Accredited  ,Clinical Ph.D.,No,Yes
136215,2017,FL,Nova Southeastern University,Clinical Ph.D.,Clinical Ph.D.,33,84.85%,ETHICAL/LEGAL/PROFESSIONAL_ISS,74.64%,Accredited  ,Clinical Ph.D.,No,Yes
134130,2017,FL,University of Florida,Clinical Ph.D.,Clinical Ph.D.,25,96.00%,BIOLOGICAL_BOB,80.32%,Accredited  ,Clinical Ph.D.,No,Yes
134130,2017,FL,University of Florida,Clinical Ph.D.,Clinical Ph.D.,25,96.00%,COGNITIVE_AFFECTIVE_BOB,79.28%,Accredited  ,Clinical Ph.D.,No,Yes
134130,2017,FL,University of Florida,Clinical Ph.D.,Clinical Ph.D.,25,96.00%,SOCIAL/CULTURAL_BOB,72.00%,Accredited  ,Clinical Ph.D.,No,Yes
134130,2017,FL,University of Florida,Clinical Ph.D.,Clinical Ph.D.,25,96.00%,GROWTH/LIFSPAN_DEVL,73.80%,Accredited  ,Clinical Ph.D.,No,Yes
134130,2017,FL,University of Florida,Clinical Ph.D.,Clinical Ph.D.,25,96.00%,ASSESSMENT/DIAGNOSIS,76.00%,Accredited  ,Clinical Ph.D.,No,Yes
134130,2017,FL,University of Florida,Clinical Ph.D.,Clinical Ph.D.,25,96.00%,TREATMENT/INTERVENTION,80.56%,Accredited  ,Clinical Ph.D.,No,Yes
134130,2017,FL,University of Florida,Clinical Ph.D.,Clinical Ph.D.,25,96.00%,RESEARCH_METHODS/STATISTICS,76.28%,Accredited  ,Clinical Ph.D.,No,Yes
134130,2017,FL,University of Florida,Clinical Ph.D.,Clinical Ph.D.,25,96.00%,ETHICAL/LEGAL/PROFESSIONAL_ISS,78.04%,Accredited  ,Clinical Ph.D.,No,Yes
145725,2017,IL,Illinois Institute of Technology,Clinical Ph.D.,Clinical Ph.D.,16,93.75%,BIOLOGICAL_BOB,79.38%,Accredited  ,Clinical Ph.D.,No,Yes
145725,2017,IL,Illinois Institute of Technology,Clinical Ph.D.,Clinical Ph.D.,16,93.75%,COGNITIVE_AFFECTIVE_BOB,78.38%,Accredited  ,Clinical Ph.D.,No,Yes
145725,2017,IL,Illinois Institute of Technology,Clinical Ph.D.,Clinical Ph.D.,16,93.75%,SOCIAL/CULTURAL_BOB,67.88%,Accredited  ,Clinical Ph.D.,No,Yes
145725,2017,IL,Illinois Institute of Technology,Clinical Ph.D.,Clinical Ph.D.,16,93.75%,GROWTH/LIFSPAN_DEVL,74.75%,Accredited  ,Clinical Ph.D.,No,Yes
145725,2017,IL,Illinois Institute of Technology,Clinical Ph.D.,Clinical Ph.D.,16,93.75%,ASSESSMENT/DIAGNOSIS,73.56%,Accredited  ,Clinical Ph.D.,No,Yes
145725,2017,IL,Illinois Institute of Technology,Clinical Ph.D.,Clinical Ph.D.,16,93.75%,TREATMENT/INTERVENTION,75.69%,Accredited  ,Clinical Ph.D.,No,Yes
145725,2017,IL,Illinois Institute of Technology,Clinical Ph.D.,Clinical Ph.D.,16,93.75%,RESEARCH_METHODS/STATISTICS,68.75%,Accredited  ,Clinical Ph.D.,No,Yes
145725,2017,IL,Illinois Institute of Technology,Clinical Ph.D.,Clinical Ph.D.,16,93.75%,ETHICAL/LEGAL/PROFESSIONAL_ISS,76.44%,Accredited  ,Clinical Ph.D.,No,Yes
147703,2017,IL,Northern Illinois University,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,BIOLOGICAL_BOB,71.30%,Accredited  ,Clinical Ph.D.,No,Yes
147703,2017,IL,Northern Illinois University,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,COGNITIVE_AFFECTIVE_BOB,81.00%,Accredited  ,Clinical Ph.D.,No,Yes
147703,2017,IL,Northern Illinois University,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,SOCIAL/CULTURAL_BOB,75.20%,Accredited  ,Clinical Ph.D.,No,Yes
147703,2017,IL,Northern Illinois University,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,GROWTH/LIFSPAN_DEVL,77.50%,Accredited  ,Clinical Ph.D.,No,Yes
147703,2017,IL,Northern Illinois University,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,ASSESSMENT/DIAGNOSIS,76.60%,Accredited  ,Clinical Ph.D.,No,Yes
147703,2017,IL,Northern Illinois University,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,TREATMENT/INTERVENTION,82.60%,Accredited  ,Clinical Ph.D.,No,Yes
147703,2017,IL,Northern Illinois University,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,RESEARCH_METHODS/STATISTICS,78.00%,Accredited  ,Clinical Ph.D.,No,Yes
147703,2017,IL,Northern Illinois University,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,ETHICAL/LEGAL/PROFESSIONAL_ISS,80.40%,Accredited  ,Clinical Ph.D.,No,Yes
145558,2017,IL,Rosalind Franklin University of Medicine and Science,Clinical Ph.D.,Clinical Ph.D.,19,94.74%,BIOLOGICAL_BOB,79.79%,Accredited  ,Clinical Ph.D.,No,Yes
145558,2017,IL,Rosalind Franklin University of Medicine and Science,Clinical Ph.D.,Clinical Ph.D.,19,94.74%,COGNITIVE_AFFECTIVE_BOB,78.05%,Accredited  ,Clinical Ph.D.,No,Yes
145558,2017,IL,Rosalind Franklin University of Medicine and Science,Clinical Ph.D.,Clinical Ph.D.,19,94.74%,SOCIAL/CULTURAL_BOB,71.58%,Accredited  ,Clinical Ph.D.,No,Yes
145558,2017,IL,Rosalind Franklin University of Medicine and Science,Clinical Ph.D.,Clinical Ph.D.,19,94.74%,GROWTH/LIFSPAN_DEVL,70.74%,Accredited  ,Clinical Ph.D.,No,Yes
145558,2017,IL,Rosalind Franklin University of Medicine and Science,Clinical Ph.D.,Clinical Ph.D.,19,94.74%,ASSESSMENT/DIAGNOSIS,74.95%,Accredited  ,Clinical Ph.D.,No,Yes
145558,2017,IL,Rosalind Franklin University of Medicine and Science,Clinical Ph.D.,Clinical Ph.D.,19,94.74%,TREATMENT/INTERVENTION,78.21%,Accredited  ,Clinical Ph.D.,No,Yes
145558,2017,IL,Rosalind Franklin University of Medicine and Science,Clinical Ph.D.,Clinical Ph.D.,19,94.74%,RESEARCH_METHODS/STATISTICS,73.37%,Accredited  ,Clinical Ph.D.,No,Yes
145558,2017,IL,Rosalind Franklin University of Medicine and Science,Clinical Ph.D.,Clinical Ph.D.,19,94.74%,ETHICAL/LEGAL/PROFESSIONAL_ISS,80.95%,Accredited  ,Clinical Ph.D.,No,Yes
145600,2017,IL,University of Illinois Chicago,Clinical Ph.D.,Clinical Ph.D.,12,91.67%,BIOLOGICAL_BOB,76.00%,Accredited  ,Clinical Ph.D.,No,Yes
145600,2017,IL,University of Illinois Chicago,Clinical Ph.D.,Clinical Ph.D.,12,91.67%,COGNITIVE_AFFECTIVE_BOB,76.83%,Accredited  ,Clinical Ph.D.,No,Yes
145600,2017,IL,University of Illinois Chicago,Clinical Ph.D.,Clinical Ph.D.,12,91.67%,SOCIAL/CULTURAL_BOB,75.75%,Accredited  ,Clinical Ph.D.,No,Yes
145600,2017,IL,University of Illinois Chicago,Clinical Ph.D.,Clinical Ph.D.,12,91.67%,GROWTH/LIFSPAN_DEVL,76.42%,Accredited  ,Clinical Ph.D.,No,Yes
145600,2017,IL,University of Illinois Chicago,Clinical Ph.D.,Clinical Ph.D.,12,91.67%,ASSESSMENT/DIAGNOSIS,81.58%,Accredited  ,Clinical Ph.D.,No,Yes
145600,2017,IL,University of Illinois Chicago,Clinical Ph.D.,Clinical Ph.D.,12,91.67%,TREATMENT/INTERVENTION,75.08%,Accredited  ,Clinical Ph.D.,No,Yes
145600,2017,IL,University of Illinois Chicago,Clinical Ph.D.,Clinical Ph.D.,12,91.67%,RESEARCH_METHODS/STATISTICS,77.92%,Accredited  ,Clinical Ph.D.,No,Yes
145600,2017,IL,University of Illinois Chicago,Clinical Ph.D.,Clinical Ph.D.,12,91.67%,ETHICAL/LEGAL/PROFESSIONAL_ISS,82.92%,Accredited  ,Clinical Ph.D.,No,Yes
157289,2017,KY,University of Louisville,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,BIOLOGICAL_BOB,75.63%,Accredited  ,Clinical Ph.D.,No,Yes
157289,2017,KY,University of Louisville,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,COGNITIVE_AFFECTIVE_BOB,87.00%,Accredited  ,Clinical Ph.D.,No,Yes
157289,2017,KY,University of Louisville,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,SOCIAL/CULTURAL_BOB,81.25%,Accredited  ,Clinical Ph.D.,No,Yes
157289,2017,KY,University of Louisville,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,GROWTH/LIFSPAN_DEVL,75.63%,Accredited  ,Clinical Ph.D.,No,Yes
157289,2017,KY,University of Louisville,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,ASSESSMENT/DIAGNOSIS,80.75%,Accredited  ,Clinical Ph.D.,No,Yes
157289,2017,KY,University of Louisville,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,TREATMENT/INTERVENTION,78.75%,Accredited  ,Clinical Ph.D.,No,Yes
157289,2017,KY,University of Louisville,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,RESEARCH_METHODS/STATISTICS,74.25%,Accredited  ,Clinical Ph.D.,No,Yes
157289,2017,KY,University of Louisville,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,ETHICAL/LEGAL/PROFESSIONAL_ISS,75.13%,Accredited  ,Clinical Ph.D.,No,Yes
164988,2017,MA,Boston University,Clinical Ph.D.,Clinical Ph.D.,22,95.45%,BIOLOGICAL_BOB,77.00%,Accredited  ,Clinical Ph.D.,Yes,Yes
164988,2017,MA,Boston University,Clinical Ph.D.,Clinical Ph.D.,22,95.45%,COGNITIVE_AFFECTIVE_BOB,80.27%,Accredited  ,Clinical Ph.D.,Yes,Yes
164988,2017,MA,Boston University,Clinical Ph.D.,Clinical Ph.D.,22,95.45%,SOCIAL/CULTURAL_BOB,80.36%,Accredited  ,Clinical Ph.D.,Yes,Yes
164988,2017,MA,Boston University,Clinical Ph.D.,Clinical Ph.D.,22,95.45%,GROWTH/LIFSPAN_DEVL,77.77%,Accredited  ,Clinical Ph.D.,Yes,Yes
164988,2017,MA,Boston University,Clinical Ph.D.,Clinical Ph.D.,22,95.45%,ASSESSMENT/DIAGNOSIS,77.50%,Accredited  ,Clinical Ph.D.,Yes,Yes
164988,2017,MA,Boston University,Clinical Ph.D.,Clinical Ph.D.,22,95.45%,TREATMENT/INTERVENTION,76.36%,Accredited  ,Clinical Ph.D.,Yes,Yes
164988,2017,MA,Boston University,Clinical Ph.D.,Clinical Ph.D.,22,95.45%,RESEARCH_METHODS/STATISTICS,75.27%,Accredited  ,Clinical Ph.D.,Yes,Yes
164988,2017,MA,Boston University,Clinical Ph.D.,Clinical Ph.D.,22,95.45%,ETHICAL/LEGAL/PROFESSIONAL_ISS,79.32%,Accredited  ,Clinical Ph.D.,Yes,Yes
168005,2017,MA,Suffolk University,Clinical Ph.D.,Clinical Ph.D.,21,80.95%,BIOLOGICAL_BOB,70.90%,Accredited  ,Clinical Ph.D.,No,Yes
168005,2017,MA,Suffolk University,Clinical Ph.D.,Clinical Ph.D.,21,80.95%,COGNITIVE_AFFECTIVE_BOB,77.10%,Accredited  ,Clinical Ph.D.,No,Yes
168005,2017,MA,Suffolk University,Clinical Ph.D.,Clinical Ph.D.,21,80.95%,SOCIAL/CULTURAL_BOB,71.90%,Accredited  ,Clinical Ph.D.,No,Yes
168005,2017,MA,Suffolk University,Clinical Ph.D.,Clinical Ph.D.,21,80.95%,GROWTH/LIFSPAN_DEVL,72.48%,Accredited  ,Clinical Ph.D.,No,Yes
168005,2017,MA,Suffolk University,Clinical Ph.D.,Clinical Ph.D.,21,80.95%,ASSESSMENT/DIAGNOSIS,72.10%,Accredited  ,Clinical Ph.D.,No,Yes
168005,2017,MA,Suffolk University,Clinical Ph.D.,Clinical Ph.D.,21,80.95%,TREATMENT/INTERVENTION,75.48%,Accredited  ,Clinical Ph.D.,No,Yes
168005,2017,MA,Suffolk University,Clinical Ph.D.,Clinical Ph.D.,21,80.95%,RESEARCH_METHODS/STATISTICS,67.38%,Accredited  ,Clinical Ph.D.,No,Yes
168005,2017,MA,Suffolk University,Clinical Ph.D.,Clinical Ph.D.,21,80.95%,ETHICAL/LEGAL/PROFESSIONAL_ISS,77.33%,Accredited  ,Clinical Ph.D.,No,Yes
166629,2017,MA,University of Massachusetts-Amherst,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,BIOLOGICAL_BOB,75.10%,Accredited  ,Clinical Ph.D.,No,Yes
166629,2017,MA,University of Massachusetts-Amherst,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,COGNITIVE_AFFECTIVE_BOB,80.40%,Accredited  ,Clinical Ph.D.,No,Yes
166629,2017,MA,University of Massachusetts-Amherst,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,SOCIAL/CULTURAL_BOB,74.20%,Accredited  ,Clinical Ph.D.,No,Yes
166629,2017,MA,University of Massachusetts-Amherst,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,GROWTH/LIFSPAN_DEVL,77.00%,Accredited  ,Clinical Ph.D.,No,Yes
166629,2017,MA,University of Massachusetts-Amherst,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,ASSESSMENT/DIAGNOSIS,75.10%,Accredited  ,Clinical Ph.D.,No,Yes
166629,2017,MA,University of Massachusetts-Amherst,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,TREATMENT/INTERVENTION,76.80%,Accredited  ,Clinical Ph.D.,No,Yes
166629,2017,MA,University of Massachusetts-Amherst,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,RESEARCH_METHODS/STATISTICS,68.70%,Accredited  ,Clinical Ph.D.,No,Yes
166629,2017,MA,University of Massachusetts-Amherst,Clinical Ph.D.,Clinical Ph.D.,10,90.00%,ETHICAL/LEGAL/PROFESSIONAL_ISS,81.30%,Accredited  ,Clinical Ph.D.,No,Yes
166638,2017,MA,University of Massachusetts-Boston,Clinical Ph.D.,Clinical Ph.D.,11,81.82%,BIOLOGICAL_BOB,60.09%,Accredited  ,Clinical Ph.D.,No,Yes
166638,2017,MA,University of Massachusetts-Boston,Clinical Ph.D.,Clinical Ph.D.,11,81.82%,COGNITIVE_AFFECTIVE_BOB,74.36%,Accredited  ,Clinical Ph.D.,No,Yes
166638,2017,MA,University of Massachusetts-Boston,Clinical Ph.D.,Clinical Ph.D.,11,81.82%,SOCIAL/CULTURAL_BOB,76.27%,Accredited  ,Clinical Ph.D.,No,Yes
166638,2017,MA,University of Massachusetts-Boston,Clinical Ph.D.,Clinical Ph.D.,11,81.82%,GROWTH/LIFSPAN_DEVL,64.09%,Accredited  ,Clinical Ph.D.,No,Yes
166638,2017,MA,University of Massachusetts-Boston,Clinical Ph.D.,Clinical Ph.D.,11,81.82%,ASSESSMENT/DIAGNOSIS,68.36%,Accredited  ,Clinical Ph.D.,No,Yes
166638,2017,MA,University of Massachusetts-Boston,Clinical Ph.D.,Clinical Ph.D.,11,81.82%,TREATMENT/INTERVENTION,72.00%,Accredited  ,Clinical Ph.D.,No,Yes
166638,2017,MA,University of Massachusetts-Boston,Clinical Ph.D.,Clinical Ph.D.,11,81.82%,RESEARCH_METHODS/STATISTICS,73.27%,Accredited  ,Clinical Ph.D.,No,Yes
166638,2017,MA,University of Massachusetts-Boston,Clinical Ph.D.,Clinical Ph.D.,11,81.82%,ETHICAL/LEGAL/PROFESSIONAL_ISS,74.55%,Accredited  ,Clinical Ph.D.,No,Yes
166717,2017,MA,William James College,Clinical Ph.D.,Clinical Ph.D.,38,60.53%,BIOLOGICAL_BOB,63.16%,Ukn,Clinical Ph.D.,Ukn,Ukn
166717,2017,MA,William James College,Clinical Ph.D.,Clinical Ph.D.,38,60.53%,COGNITIVE_AFFECTIVE_BOB,66.84%,Ukn,Clinical Ph.D.,Ukn,Ukn
166717,2017,MA,William James College,Clinical Ph.D.,Clinical Ph.D.,38,60.53%,SOCIAL/CULTURAL_BOB,69.74%,Ukn,Clinical Ph.D.,Ukn,Ukn
166717,2017,MA,William James College,Clinical Ph.D.,Clinical Ph.D.,38,60.53%,GROWTH/LIFSPAN_DEVL,70.89%,Ukn,Clinical Ph.D.,Ukn,Ukn
166717,2017,MA,William James College,Clinical Ph.D.,Clinical Ph.D.,38,60.53%,ASSESSMENT/DIAGNOSIS,64.37%,Ukn,Clinical Ph.D.,Ukn,Ukn
166717,2017,MA,William James College,Clinical Ph.D.,Clinical Ph.D.,38,60.53%,TREATMENT/INTERVENTION,68.68%,Ukn,Clinical Ph.D.,Ukn,Ukn
166717,2017,MA,William James College,Clinical Ph.D.,Clinical Ph.D.,38,60.53%,RESEARCH_METHODS/STATISTICS,55.18%,Ukn,Clinical Ph.D.,Ukn,Ukn
166717,2017,MA,William James College,Clinical Ph.D.,Clinical Ph.D.,38,60.53%,ETHICAL/LEGAL/PROFESSIONAL_ISS,74.24%,Ukn,Clinical Ph.D.,Ukn,Ukn
169716,2017,MI,University of Detroit Mercy,Clinical Ph.D.,Clinical Ph.D.,11,72.73%,BIOLOGICAL_BOB,66.91%,Accredited  ,Clinical Ph.D.,No,Yes
169716,2017,MI,University of Detroit Mercy,Clinical Ph.D.,Clinical Ph.D.,11,72.73%,COGNITIVE_AFFECTIVE_BOB,70.91%,Accredited  ,Clinical Ph.D.,No,Yes
169716,2017,MI,University of Detroit Mercy,Clinical Ph.D.,Clinical Ph.D.,11,72.73%,SOCIAL/CULTURAL_BOB,68.91%,Accredited  ,Clinical Ph.D.,No,Yes
169716,2017,MI,University of Detroit Mercy,Clinical Ph.D.,Clinical Ph.D.,11,72.73%,GROWTH/LIFSPAN_DEVL,70.73%,Accredited  ,Clinical Ph.D.,No,Yes
169716,2017,MI,University of Detroit Mercy,Clinical Ph.D.,Clinical Ph.D.,11,72.73%,ASSESSMENT/DIAGNOSIS,67.27%,Accredited  ,Clinical Ph.D.,No,Yes
169716,2017,MI,University of Detroit Mercy,Clinical Ph.D.,Clinical Ph.D.,11,72.73%,TREATMENT/INTERVENTION,68.36%,Accredited  ,Clinical Ph.D.,No,Yes
169716,2017,MI,University of Detroit Mercy,Clinical Ph.D.,Clinical Ph.D.,11,72.73%,RESEARCH_METHODS/STATISTICS,59.73%,Accredited  ,Clinical Ph.D.,No,Yes
169716,2017,MI,University of Detroit Mercy,Clinical Ph.D.,Clinical Ph.D.,11,72.73%,ETHICAL/LEGAL/PROFESSIONAL_ISS,70.73%,Accredited  ,Clinical Ph.D.,No,Yes
170976,2017,MI,University of Michigan-Ann Arbor,Clinical Ph.D.,Clinical Ph.D.,6,83.33%,BIOLOGICAL_BOB,67.33%,Accredited  ,Clinical Ph.D.,Yes,Yes
170976,2017,MI,University of Michigan-Ann Arbor,Clinical Ph.D.,Clinical Ph.D.,6,83.33%,COGNITIVE_AFFECTIVE_BOB,76.83%,Accredited  ,Clinical Ph.D.,Yes,Yes
170976,2017,MI,University of Michigan-Ann Arbor,Clinical Ph.D.,Clinical Ph.D.,6,83.33%,SOCIAL/CULTURAL_BOB,77.67%,Accredited  ,Clinical Ph.D.,Yes,Yes
170976,2017,MI,University of Michigan-Ann Arbor,Clinical Ph.D.,Clinical Ph.D.,6,83.33%,GROWTH/LIFSPAN_DEVL,76.17%,Accredited  ,Clinical Ph.D.,Yes,Yes
170976,2017,MI,University of Michigan-Ann Arbor,Clinical Ph.D.,Clinical Ph.D.,6,83.33%,ASSESSMENT/DIAGNOSIS,74.67%,Accredited  ,Clinical Ph.D.,Yes,Yes
170976,2017,MI,University of Michigan-Ann Arbor,Clinical Ph.D.,Clinical Ph.D.,6,83.33%,TREATMENT/INTERVENTION,78.83%,Accredited  ,Clinical Ph.D.,Yes,Yes
170976,2017,MI,University of Michigan-Ann Arbor,Clinical Ph.D.,Clinical Ph.D.,6,83.33%,RESEARCH_METHODS/STATISTICS,83.50%,Accredited  ,Clinical Ph.D.,Yes,Yes
170976,2017,MI,University of Michigan-Ann Arbor,Clinical Ph.D.,Clinical Ph.D.,6,83.33%,ETHICAL/LEGAL/PROFESSIONAL_ISS,80.50%,Accredited  ,Clinical Ph.D.,Yes,Yes
178402,2017,MO,University of Missouri-Kansas City,Clinical Ph.D.,Clinical Ph.D.,5,80.00%,BIOLOGICAL_BOB,67.60%,Accredited  ,Clinical Ph.D.,No,Yes
178402,2017,MO,University of Missouri-Kansas City,Clinical Ph.D.,Clinical Ph.D.,5,80.00%,COGNITIVE_AFFECTIVE_BOB,62.80%,Accredited  ,Clinical Ph.D.,No,Yes
178402,2017,MO,University of Missouri-Kansas City,Clinical Ph.D.,Clinical Ph.D.,5,80.00%,SOCIAL/CULTURAL_BOB,66.40%,Accredited  ,Clinical Ph.D.,No,Yes
178402,2017,MO,University of Missouri-Kansas City,Clinical Ph.D.,Clinical Ph.D.,5,80.00%,GROWTH/LIFSPAN_DEVL,66.60%,Accredited  ,Clinical Ph.D.,No,Yes
178402,2017,MO,University of Missouri-Kansas City,Clinical Ph.D.,Clinical Ph.D.,5,80.00%,ASSESSMENT/DIAGNOSIS,71.60%,Accredited  ,Clinical Ph.D.,No,Yes
178402,2017,MO,University of Missouri-Kansas City,Clinical Ph.D.,Clinical Ph.D.,5,80.00%,TREATMENT/INTERVENTION,69.20%,Accredited  ,Clinical Ph.D.,No,Yes
178402,2017,MO,University of Missouri-Kansas City,Clinical Ph.D.,Clinical Ph.D.,5,80.00%,RESEARCH_METHODS/STATISTICS,65.60%,Accredited  ,Clinical Ph.D.,No,Yes
178402,2017,MO,University of Missouri-Kansas City,Clinical Ph.D.,Clinical Ph.D.,5,80.00%,ETHICAL/LEGAL/PROFESSIONAL_ISS,78.00%,Accredited  ,Clinical Ph.D.,No,Yes
179867,2017,MO,Washington University in St Louis,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,BIOLOGICAL_BOB,73.63%,Accredited  ,Clinical Ph.D.,Yes,Yes
179867,2017,MO,Washington University in St Louis,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,COGNITIVE_AFFECTIVE_BOB,78.75%,Accredited  ,Clinical Ph.D.,Yes,Yes
179867,2017,MO,Washington University in St Louis,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,SOCIAL/CULTURAL_BOB,78.00%,Accredited  ,Clinical Ph.D.,Yes,Yes
179867,2017,MO,Washington University in St Louis,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,GROWTH/LIFSPAN_DEVL,72.75%,Accredited  ,Clinical Ph.D.,Yes,Yes
179867,2017,MO,Washington University in St Louis,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,ASSESSMENT/DIAGNOSIS,77.50%,Accredited  ,Clinical Ph.D.,Yes,Yes
179867,2017,MO,Washington University in St Louis,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,TREATMENT/INTERVENTION,78.75%,Accredited  ,Clinical Ph.D.,Yes,Yes
179867,2017,MO,Washington University in St Louis,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,RESEARCH_METHODS/STATISTICS,76.13%,Accredited  ,Clinical Ph.D.,Yes,Yes
179867,2017,MO,Washington University in St Louis,Clinical Ph.D.,Clinical Ph.D.,8,87.50%,ETHICAL/LEGAL/PROFESSIONAL_ISS,79.25%,Accredited  ,Clinical Ph.D.,Yes,Yes
175856,2017,MS,Jackson State University,Clinical Ph.D.,Clinical Ph.D.,7,42.86%,BIOLOGICAL_BOB,56.43%,Accredited  ,Clinical Ph.D.,No,Yes
175856,2017,MS,Jackson State University,Clinical Ph.D.,Clinical Ph.D.,7,42.86%,COGNITIVE_AFFECTIVE_BOB,59.57%,Accredited  ,Clinical Ph.D.,No,Yes
175856,2017,MS,Jackson State University,Clinical Ph.D.,Clinical Ph.D.,7,42.86%,SOCIAL/CULTURAL_BOB,58.57%,Accredited  ,Clinical Ph.D.,No,Yes
175856,2017,MS,Jackson State University,Clinical Ph.D.,Clinical Ph.D.,7,42.86%,GROWTH/LIFSPAN_DEVL,64.71%,Accredited  ,Clinical Ph.D.,No,Yes
175856,2017,MS,Jackson State University,Clinical Ph.D.,Clinical Ph.D.,7,42.86%,ASSESSMENT/DIAGNOSIS,50.43%,Accredited  ,Clinical Ph.D.,No,Yes
175856,2017,MS,Jackson State University,Clinical Ph.D.,Clinical Ph.D.,7,42.86%,TREATMENT/INTERVENTION,65.57%,Accredited  ,Clinical Ph.D.,No,Yes
